길이조절선반	1576	[('1609038', 0.561), ('1609041', 0.058), ('1405017', 0.061), ('1407010', 0.094), ('1407002', 0.035), ('1016002', 0.022), ('1609050', 0.058), ('1609027', 0.018), ('1609039', 0.014), ('1007021', 0.005), ('1016001', 0.002), ('1401007', 0.002), ('1609008', 0.004), ('1609017', 0.003), ('1802016', 0.001)]
하부장정리	1576	[('1609038', 0.674), ('1609039', 0.129), ('1609043', 0.026), ('1609041', 0.023), ('1402008', 0.012), ('1609006', 0.006), ('1609050', 0.02), ('1609020', 0.003), ('1609027', 0.039), ('1615032', 0.003), ('1609011', 0.006)]
빈티지조명	1575	[('1808011', 0.433), ('1808020', 0.086), ('1808015', 0.189), ('1808008', 0.086), ('1808013', 0.019), ('1810036', 0.029), ('2501016', 0.014), ('1808016', 0.007), ('1808022', 0.004), ('1809015', 0.021), ('1808012', 0.008), ('1007017', 0.002), ('1801015', 0.002), ('1809016', 0.014), ('1911006', 0.002), ('1002001', 0.002), ('1911008', 0.002), ('1802051', 0.003), ('1808019', 0.008), ('1807028', 0.003), ('1808050', 0.004), ('1014042', 0.001)]
쿠쿠밥솥	1575	[('1121036', 0.633), ('1121037', 0.183), ('1121035', 0.125)]
화장지	1575	[('2704017', 0.894), ('2704002', 0.011), ('2704018', 0.024), ('1402014', 0.007), ('1807026', 0.003), ('2602005', 0.001)]
인덕션덮개	1571	[('1610059', 0.208), ('1610026', 0.675), ('1610018', 0.029), ('1610066', 0.01), ('1610035', 0.008), ('1121006', 0.001), ('1707006', 0.002), ('1610039', 0.002), ('1707018', 0.006)]
그라인더	1570	[('1603029', 0.865), ('1121047', 0.024), ('1603027', 0.006), ('1615019', 0.006), ('1121053', 0.033), ('1613010', 0.002), ('1304038', 0.002), ('1121048', 0.002), ('1803002', 0.001)]
실리콘냄비받침	1569	[('1610020', 0.918), ('1610059', 0.017), ('1610017', 0.004), ('1610024', 0.002)]
크리스마스커튼	1569	[('1705019', 0.615), ('1705022', 0.175), ('1705021', 0.009), ('1705016', 0.011), ('1810028', 0.038), ('1810007', 0.008), ('1810014', 0.005), ('1705023', 0.047), ('1810036', 0.006), ('1810026', 0.004), ('1801039', 0.01), ('1810018', 0.002), ('1808009', 0.002), ('1801038', 0.005), ('1810027', 0.002), ('2501015', 0.002)]
신발장벤치	1568	[('1407002', 0.192), ('1012004', 0.625), ('1012002', 0.019), ('1012006', 0.017), ('1011020', 0.012), ('1407001', 0.028), ('1007020', 0.008), ('1012008', 0.011), ('1007011', 0.004), ('1012005', 0.004), ('1706008', 0.002), ('1011011', 0.014), ('1407003', 0.001), ('1011017', 0.002), ('1016002', 0.002)]
건조기시트	1567	[('2701011', 0.818), ('2802001', 0.086), ('2701010', 0.009), ('1303011', 0.007), ('2701021', 0.011), ('2701019', 0.008), ('2701007', 0.002)]
미니국자	1566	[('1608003', 0.858), ('1608018', 0.041), ('1606002', 0.023), ('1606011', 0.004), ('1608004', 0.008), ('1602003', 0.001), ('1613039', 0.001), ('1602008', 0.002), ('1613020', 0.002)]
잔디러그	1565	[('1701002', 0.316), ('1701008', 0.411), ('1807026', 0.087), ('1701024', 0.068), ('1907007', 0.047), ('1907009', 0.002), ('1701011', 0.005), ('2601012', 0.002), ('1701013', 0.001)]
벽걸이조명	1562	[('1808015', 0.88), ('1808008', 0.023), ('1808013', 0.006), ('1808049', 0.006), ('1002001', 0.003), ('1808009', 0.003), ('1810015', 0.002), ('1802031', 0.009), ('1808004', 0.001), ('1002004', 0.001), ('1807026', 0.005)]
사각접시	1562	[('1601022', 0.577), ('1601023', 0.134), ('1601031', 0.069), ('1601021', 0.063), ('1601012', 0.072), ('1601025', 0.008), ('1601028', 0.002), ('1601006', 0.013), ('1601009', 0.002)]
다이닝테이블	1561	[('1013009', 0.728), ('1013011', 0.121), ('1013010', 0.03), ('1001005', 0.045), ('1013019', 0.014), ('1012008', 0.002)]
롤팩매트리스	1559	[('1004001', 0.585), ('1004004', 0.332), ('1004003', 0.023)]
매트리스받침대	1557	[('1014028', 0.838), ('1014044', 0.056), ('1014050', 0.018), ('1014042', 0.018), ('1014043', 0.005), ('1004001', 0.001), ('1014051', 0.001), ('1704007', 0.002)]
석고방향제	1557	[('1809027', 0.74), ('1809002', 0.109), ('1809009', 0.033), ('1310018', 0.013), ('1809012', 0.007), ('1806020', 0.006), ('1806014', 0.006), ('1803006', 0.004), ('1807026', 0.004), ('1810031', 0.01), ('1806022', 0.006), ('1809010', 0.001)]
본체받침대	1556	[('1401001', 0.686), ('1802016', 0.077), ('1007020', 0.038), ('1901003', 0.032), ('1404003', 0.019), ('1802013', 0.005), ('1407007', 0.016), ('1009018', 0.002), ('1609038', 0.007), ('2405002', 0.014), ('1001002', 0.002), ('1802091', 0.004), ('2409000', 0.014), ('1009015', 0.002), ('2413006', 0.002), ('2411002', 0.004), ('1009004', 0.001), ('1407008', 0.003), ('1007011', 0.005), ('2410005', 0.001), ('1007017', 0.004)]
침대수납	1555	[('1014034', 0.839), ('1014020', 0.093), ('1014035', 0.002), ('1014042', 0.001), ('1014023', 0.002), ('1402003', 0.001)]
드림캐쳐	1553	[('1807011', 0.891), ('1807015', 0.008), ('1807002', 0.03), ('1809002', 0.001), ('1807012', 0.002), ('1801003', 0.001), ('1806078', 0.002), ('1808008', 0.002), ('1801033', 0.002), ('1705020', 0.001)]
벽시계인테리어	1552	[('1803002', 0.93), ('1002001', 0.003), ('1807026', 0.005), ('1807028', 0.001)]
수세미걸이	1549	[('1609017', 0.905), ('1610013', 0.01), ('1609020', 0.012), ('1609019', 0.012)]
향초	1549	[('1809012', 0.323), ('1809014', 0.382), ('1809002', 0.019), ('1809017', 0.073), ('1809020', 0.039), ('1809013', 0.012), ('1810030', 0.044), ('1809031', 0.01), ('1809016', 0.025), ('1806014', 0.003), ('1809015', 0.003), ('1810015', 0.003), ('1809024', 0.002), ('1808008', 0.002)]
걸레받이	1548	[('1907001', 0.677), ('1906003', 0.233), ('1908010', 0.007), ('1911008', 0.003), ('1909002', 0.002), ('1910011', 0.002), ('1906007', 0.006), ('1908007', 0.004), ('1906002', 0.002), ('1905015', 0.002)]
빈티지소품	1548	[('1807026', 0.178), ('1807028', 0.093), ('1802051', 0.044), ('1809015', 0.035), ('1810006', 0.012), ('1408001', 0.019), ('1002001', 0.038), ('1803006', 0.044), ('1807027', 0.028), ('1802031', 0.017), ('1810007', 0.033), ('1808008', 0.05), ('1007012', 0.034), ('1610030', 0.046), ('1803002', 0.01), ('1809006', 0.008), ('1408011', 0.008), ('1807023', 0.004), ('1707018', 0.006), ('1808011', 0.005), ('1016001', 0.008), ('1610025', 0.015), ('1007017', 0.022), ('1810018', 0.002), ('1610058', 0.005), ('1005001', 0.024), ('1807014', 0.004), ('1009005', 0.002), ('1007020', 0.034), ('1402015', 0.011), ('1806014', 0.002), ('1808022', 0.002), ('1807024', 0.007), ('1609050', 0.008), ('1809029', 0.005), ('1810036', 0.003), ('1403002', 0.005), ('1408005', 0.002), ('1807025', 0.001), ('1803003', 0.01), ('1401001', 0.004), ('1701024', 0.002), ('1809002', 0.001), ('1810027', 0.007), ('1802054', 0.002), ('1810035', 0.008), ('1801043', 0.001), ('1810026', 0.001), ('1408007', 0.003), ('1804003', 0.004), ('1806067', 0.005), ('1802025', 0.005), ('1807019', 0.003), ('1610018', 0.002), ('1801002', 0.001)]
아기옷행거	1548	[('1011006', 0.464), ('1016003', 0.083), ('1016005', 0.183), ('1016004', 0.126), ('1016002', 0.022), ('1406002', 0.011), ('1016001', 0.005), ('1010001', 0.015), ('1011011', 0.011), ('1410002', 0.004), ('2601017', 0.002), ('1406003', 0.008), ('1807020', 0.006)]
광파오븐	1547	[('1121026', 0.775), ('1013014', 0.04), ('1121076', 0.017), ('1121032', 0.05), ('1013018', 0.004), ('1121029', 0.025), ('1013015', 0.004), ('1121027', 0.005), ('1013019', 0.002), ('1609027', 0.002), ('1121078', 0.009), ('1013017', 0.002), ('1121051', 0.004)]
웜그레이테일	1546	[('1304028', 0.333), ('1304027', 0.132), ('1701002', 0.058), ('1705019', 0.177), ('1704051', 0.087), ('1704050', 0.03), ('1705022', 0.06), ('1704022', 0.024), ('1616003', 0.003), ('1801026', 0.011), ('1704007', 0.008), ('1304023', 0.002), ('1802008', 0.002), ('1707021', 0.005), ('1707019', 0.001), ('1801002', 0.001), ('1801033', 0.003), ('1102006', 0.001)]
삼익가구침대프레임	1545	[('1014042', 0.333), ('1014034', 0.594), ('1014044', 0.007), ('1014043', 0.003), ('1014035', 0.002)]
콘솔테이블	1545	[('1017009', 0.778), ('1017004', 0.023), ('1001002', 0.06), ('1007013', 0.024), ('1007020', 0.015), ('1009015', 0.012), ('1007011', 0.006), ('1007012', 0.004), ('1013019', 0.005), ('1013009', 0.001), ('1017005', 0.007), ('1017008', 0.003)]
3단행거	1544	[('1016001', 0.173), ('1010001', 0.306), ('1016003', 0.036), ('1016002', 0.013), ('1016005', 0.349), ('1010005', 0.01), ('1011007', 0.05), ('1007021', 0.002)]
식탁러너	1543	[('1707017', 0.915), ('1707018', 0.013), ('1707022', 0.005), ('1810027', 0.004), ('1810026', 0.003)]
복합식가습기	1541	[('1102052', 0.891), ('1102006', 0.034), ('1102005', 0.002), ('1102003', 0.009), ('1102044', 0.002), ('1102047', 0.001)]
선풍기	1541	[('1102016', 0.667), ('1102017', 0.064), ('1102019', 0.126), ('1102059', 0.049), ('1808056', 0.01), ('1102060', 0.004), ('1808008', 0.006), ('1102047', 0.002), ('1102044', 0.003), ('1111015', 0.004), ('1102018', 0.001), ('1102052', 0.001), ('1707008', 0.001)]
해바라기	1541	[('1801007', 0.302), ('1801009', 0.082), ('1801005', 0.165), ('1801041', 0.042), ('1801019', 0.051), ('1801043', 0.098), ('1802051', 0.049), ('1801015', 0.009), ('1801031', 0.008), ('1805030', 0.005), ('1809002', 0.01), ('1807026', 0.009), ('1801003', 0.008), ('1807012', 0.014), ('1801033', 0.004), ('1804003', 0.034), ('1801023', 0.005), ('1806062', 0.02), ('1706008', 0.013), ('1806082', 0.003), ('1805028', 0.002), ('1807019', 0.002), ('1802031', 0.002), ('1803002', 0.001), ('1801029', 0.002)]
올리브나무	1539	[('1806015', 0.654), ('1806014', 0.252), ('1806087', 0.015), ('1806096', 0.009), ('1806090', 0.002), ('1007020', 0.002), ('1809015', 0.004)]
3인용가죽쇼파	1538	[('1006003', 0.917), ('1003002', 0.018), ('1006001', 0.004)]
전등갓	1536	[('1808040', 0.52), ('1707006', 0.104), ('1808008', 0.048), ('1808020', 0.132), ('1808011', 0.021), ('2501039', 0.044), ('1808029', 0.034), ('1808009', 0.004), ('1911007', 0.004), ('1702006', 0.012), ('1808047', 0.011), ('1810018', 0.004)]
남자잠옷	1535	[('1707029', 0.891), ('1707028', 0.037), ('1707027', 0.01), ('1707030', 0.002)]
수납프레임	1535	[('1014034', 0.857), ('1014042', 0.056), ('1014035', 0.022), ('1014020', 0.004)]
간접등	1534	[('1808047', 0.461), ('1808049', 0.275), ('1808015', 0.027), ('1808007', 0.032), ('1808008', 0.017), ('1808013', 0.039), ('1808009', 0.064), ('1808004', 0.004), ('1911006', 0.005), ('1808011', 0.003), ('1119002', 0.006), ('1808046', 0.006)]
노트북테이블	1534	[('1001002', 0.54), ('1009015', 0.104), ('1001006', 0.102), ('1013009', 0.015), ('1009014', 0.091), ('1001001', 0.013), ('1009016', 0.013), ('1013007', 0.009), ('1013004', 0.009), ('1001005', 0.012), ('1014020', 0.011), ('1009006', 0.011), ('1017009', 0.005), ('1009013', 0.001), ('1009018', 0.001), ('1013003', 0.002)]
벽지스티커	1533	[('1807006', 0.192), ('1905010', 0.173), ('1802051', 0.041), ('1905012', 0.148), ('1910011', 0.067), ('1906006', 0.052), ('1906003', 0.021), ('1807005', 0.009), ('1807007', 0.011), ('1905015', 0.039), ('1906002', 0.011), ('1807010', 0.04), ('1905009', 0.015), ('1910010', 0.009), ('1810005', 0.012), ('1802034', 0.009), ('1908010', 0.041), ('1909002', 0.006), ('1802035', 0.031), ('1908001', 0.002), ('1807009', 0.002), ('1905014', 0.004), ('1906009', 0.005)]
습도계	1532	[('2807007', 0.763), ('1803006', 0.051), ('1803002', 0.08), ('1302022', 0.007), ('1806027', 0.004), ('1302041', 0.023), ('1806094', 0.002), ('1902028', 0.002), ('1911002', 0.002), ('1102006', 0.003), ('1610004', 0.001), ('1102021', 0.002)]
화분스툴	1532	[('1012006', 0.783), ('1806069', 0.085), ('1012004', 0.013), ('1012005', 0.021), ('1001002', 0.01), ('1007013', 0.004), ('1302041', 0.004), ('1001005', 0.007), ('1006002', 0.002), ('1012008', 0.004), ('1012001', 0.001), ('1011020', 0.003), ('1012002', 0.002)]
3단수납장	1530	[('1007011', 0.395), ('1007010', 0.204), ('1007020', 0.126), ('1404002', 0.078), ('1404003', 0.048), ('1009021', 0.015), ('1013014', 0.042), ('1007013', 0.003), ('1001002', 0.007), ('1007002', 0.003), ('1405001', 0.003), ('1007021', 0.006), ('1011008', 0.004), ('1404004', 0.003), ('1017004', 0.002)]
커트러리정리함	1530	[('1609046', 0.582), ('1609047', 0.085), ('1606008', 0.015), ('1606006', 0.079), ('1401008', 0.121), ('1609050', 0.015), ('1408001', 0.006), ('1609039', 0.01), ('1404002', 0.007), ('1609041', 0.008), ('1609038', 0.004), ('2501072', 0.004), ('1606029', 0.003), ('1606005', 0.001)]
우드책상	1529	[('1009015', 0.816), ('1013009', 0.056), ('1012008', 0.033), ('1808011', 0.006), ('1009020', 0.004), ('1009006', 0.004), ('1005001', 0.002), ('1017001', 0.003), ('1009021', 0.005), ('1906003', 0.009), ('1009012', 0.002)]
반타원테이블1000	1528	[('1013009', 0.922), ('1013011', 0.008), ('1013019', 0.007), ('1001005', 0.002)]
매트릭스	1526	[('1004001', 0.472), ('1004004', 0.266), ('1015002', 0.057), ('1004003', 0.091), ('1015001', 0.03), ('1704025', 0.01), ('1704007', 0.004), ('1014028', 0.004), ('1004002', 0.002), ('1014050', 0.002)]
매직캔쓰레기통	1524	[('1305022', 0.911), ('1305021', 0.025), ('1302048', 0.002)]
옷수납박스	1524	[('1402003', 0.314), ('1402005', 0.243), ('1404002', 0.165), ('1405017', 0.117), ('1405001', 0.023), ('1402004', 0.054), ('1404001', 0.014), ('1402007', 0.006), ('1405006', 0.002)]
라벨기	1523	[('2412014', 0.919), ('1804003', 0.004), ('1908001', 0.014), ('1609035', 0.002)]
마우스	1523	[('2406000', 0.896), ('1802013', 0.018), ('2407000', 0.006), ('2413008', 0.004), ('1802014', 0.004), ('1802075', 0.006), ('1009027', 0.002), ('1803006', 0.001)]
비정형전신거울	1523	[('1002004', 0.919), ('1002001', 0.017), ('1002005', 0.002)]
방수커튼	1522	[('1304019', 0.717), ('1705019', 0.107), ('1705020', 0.006), ('1304020', 0.004), ('1705022', 0.096), ('1705021', 0.009)]
한샘책상	1522	[('1009015', 0.795), ('1011022', 0.047), ('1011023', 0.055), ('1011003', 0.01), ('1009007', 0.009), ('1014034', 0.002), ('1014035', 0.004), ('1014036', 0.007), ('1009006', 0.007), ('1009027', 0.001)]
구스소파	1521	[('1006003', 0.927), ('1006002', 0.008), ('1003002', 0.002), ('1006001', 0.001)]
냄비손잡이	1521	[('1610024', 0.564), ('1610060', 0.092), ('1707020', 0.099), ('1610018', 0.07), ('1610020', 0.012), ('1610017', 0.078), ('1707019', 0.004), ('1608020', 0.015), ('1602010', 0.002), ('1610051', 0.001)]
술장식장	1521	[('1007012', 0.713), ('1009021', 0.047), ('1009004', 0.109), ('1013018', 0.009), ('1615030', 0.012), ('1001002', 0.012), ('1408001', 0.022), ('1615006', 0.005), ('1007020', 0.005), ('1013024', 0.004), ('1402011', 0.001), ('1013014', 0.001)]
4인용가죽쇼파	1520	[('1006003', 0.878), ('1003002', 0.06)]
시스디자인	1520	[('1006003', 0.895), ('1003002', 0.009), ('1013009', 0.019), ('1001005', 0.007), ('1001002', 0.007), ('1007002', 0.001)]
전선정리함	1520	[('1407008', 0.691), ('1402013', 0.04), ('1401007', 0.112), ('1404001', 0.048), ('1911001', 0.014), ('1007017', 0.012), ('1807026', 0.006), ('1007013', 0.007), ('1403007', 0.002), ('1408015', 0.002), ('2416013', 0.001), ('1402004', 0.001), ('1012006', 0.001), ('1907001', 0.002)]
루시아이	1519	[('1810007', 0.116), ('1408011', 0.066), ('1810036', 0.034), ('1810013', 0.105), ('1609039', 0.011), ('1408012', 0.007), ('1808008', 0.009), ('1408001', 0.015), ('1402008', 0.183), ('1810012', 0.125), ('1810015', 0.011), ('1810006', 0.006), ('1403003', 0.042), ('1410002', 0.005), ('1808011', 0.006), ('1701024', 0.012), ('1807028', 0.008), ('1002005', 0.004), ('1401007', 0.004), ('1810014', 0.041), ('1405001', 0.023), ('1610020', 0.002), ('1401009', 0.004), ('1810028', 0.012), ('1408010', 0.002), ('1610030', 0.002), ('1609038', 0.006), ('1404001', 0.007), ('1603021', 0.002), ('1401002', 0.002), ('1810018', 0.002), ('1701012', 0.013), ('1402011', 0.007), ('1007017', 0.004), ('1808009', 0.008), ('1405006', 0.001), ('1810003', 0.002), ('1402005', 0.001), ('1408016', 0.002), ('1304037', 0.006), ('1706008', 0.003), ('1403002', 0.004), ('1002001', 0.002), ('1407011', 0.004), ('1707014', 0.001), ('1401001', 0.003), ('1410001', 0.001)]
커피머신선반	1519	[('1013014', 0.169), ('1013017', 0.096), ('1609027', 0.103), ('1007011', 0.204), ('1609039', 0.134), ('1609038', 0.09), ('1007020', 0.065), ('1013018', 0.007), ('1013015', 0.008), ('1013024', 0.004), ('1615032', 0.01), ('1007012', 0.003), ('1609004', 0.003), ('1305021', 0.002), ('1005001', 0.006), ('1009021', 0.002), ('1609017', 0.001), ('1609040', 0.007), ('1013019', 0.016), ('1609050', 0.001), ('1402014', 0.002), ('1408012', 0.002)]
압축팩	1517	[('1405006', 0.786), ('1405005', 0.083), ('1402003', 0.038), ('1407009', 0.004), ('1405004', 0.004), ('2501025', 0.024)]
원목소파	1517	[('1006003', 0.656), ('1006001', 0.189), ('1013011', 0.041), ('1014034', 0.007), ('1006002', 0.032), ('1006004', 0.007), ('2608021', 0.002), ('1011019', 0.002), ('1014023', 0.001)]
양주진열장	1516	[('1007012', 0.835), ('1009004', 0.066), ('1007020', 0.006), ('1408001', 0.015), ('1013018', 0.004), ('1009021', 0.009), ('1615006', 0.003), ('1013024', 0.001)]
잡곡통	1516	[('1603024', 0.437), ('1603023', 0.136), ('1603017', 0.079), ('1603026', 0.262), ('1603016', 0.007), ('1603027', 0.012), ('1603018', 0.002), ('1609050', 0.003)]
기름튐방지	1514	[('1610035', 0.688), ('1610029', 0.056), ('1610039', 0.108), ('1610038', 0.034), ('1610018', 0.008), ('1610028', 0.01), ('1609045', 0.009), ('1906003', 0.007), ('1402014', 0.003), ('1901002', 0.004), ('1610026', 0.004), ('2501060', 0.002), ('1610059', 0.001), ('1610033', 0.002)]
벙커침대슈퍼싱글	1514	[('1014034', 0.359), ('1014036', 0.389), ('1014037', 0.143), ('1011032', 0.023), ('1014042', 0.011), ('1014035', 0.014)]
접시꽂이	1514	[('1609041', 0.912), ('1609038', 0.009), ('1609011', 0.011), ('1609043', 0.004), ('1601016', 0.002)]
조립식행거	1513	[('1016003', 0.444), ('1016002', 0.118), ('1010001', 0.215), ('1016001', 0.04), ('1016005', 0.094), ('1007021', 0.026), ('1016004', 0.001)]
테팔후라이팬	1513	[('1602012', 0.631), ('1602021', 0.213), ('1602010', 0.05), ('1602011', 0.027), ('1602020', 0.013), ('1602008', 0.003), ('1602013', 0.001)]
밥솥장	1511	[('1013014', 0.821), ('1013018', 0.055), ('1013019', 0.02), ('1007011', 0.024), ('1609027', 0.002), ('1013015', 0.012), ('1007020', 0.002), ('1609039', 0.001), ('1007021', 0.001)]
대형액자	1510	[('1801012', 0.335), ('1801009', 0.088), ('1801005', 0.078), ('1801007', 0.041), ('1810026', 0.015), ('1801041', 0.117), ('1801013', 0.12), ('1801043', 0.017), ('1801015', 0.059), ('1801016', 0.005), ('1810027', 0.009), ('1801039', 0.007), ('1802031', 0.01), ('1801023', 0.009), ('1804003', 0.01), ('1804004', 0.009), ('1801019', 0.004), ('1801003', 0.006)]
강아지미끄럼방지매트	1509	[('2601012', 0.866), ('1701002', 0.029), ('1701027', 0.007), ('1304030', 0.003), ('2801005', 0.006), ('2801003', 0.007), ('1701007', 0.004), ('2801006', 0.013), ('1701024', 0.002)]
슬라이딩옷장1200	1509	[('1010005', 0.922), ('1007011', 0.012), ('1010003', 0.004)]
씽크대	1509	[('1513006', 0.436), ('1513001', 0.406), ('1609007', 0.006), ('1609008', 0.011), ('1609004', 0.011), ('1609017', 0.004), ('1013018', 0.004), ('1013017', 0.006), ('1915007', 0.004), ('1513004', 0.016), ('1610033', 0.004), ('1609039', 0.019), ('1915001', 0.007), ('1005001', 0.006)]
고양이캣타워	1508	[('2608010', 0.769), ('2608014', 0.043), ('2608011', 0.072), ('2608035', 0.02), ('2608037', 0.016), ('2609004', 0.007), ('2608007', 0.002), ('2608012', 0.007), ('2601033', 0.001)]
원목거실테이블	1508	[('1001005', 0.878), ('1001002', 0.021), ('1001001', 0.017), ('1001006', 0.009), ('1808011', 0.004), ('1013004', 0.009)]
행거400	1507	[('1016003', 0.469), ('1010001', 0.146), ('1016002', 0.098), ('1016005', 0.208), ('1010005', 0.007), ('1016004', 0.007), ('1007021', 0.001), ('2601017', 0.001)]
노트북받침대	1505	[('1802016', 0.433), ('2404002', 0.381), ('1802089', 0.037), ('2411002', 0.006), ('1007020', 0.007), ('1802013', 0.007), ('1609038', 0.004), ('1802091', 0.02), ('2413006', 0.01), ('1407008', 0.002), ('1401001', 0.001), ('2404005', 0.008), ('2416014', 0.001), ('1407007', 0.006), ('2416005', 0.009), ('1001006', 0.004)]
방등	1504	[('1808035', 0.789), ('1808020', 0.016), ('1808043', 0.044), ('1808008', 0.001), ('1808019', 0.062), ('1808044', 0.007), ('1808056', 0.002), ('1808037', 0.012), ('1810018', 0.001), ('1808034', 0.002)]
화장품냉장고	1504	[('1117006', 0.83), ('1408011', 0.034), ('1910001', 0.006), ('2501075', 0.024), ('1121032', 0.016), ('1603021', 0.009), ('1408012', 0.002), ('1404002', 0.004), ('1017004', 0.001), ('1402014', 0.002), ('1609035', 0.003), ('1609039', 0.001), ('1609033', 0.001), ('1609038', 0.001), ('1117010', 0.002)]
800화장대	1500	[('1017004', 0.629), ('1017005', 0.279), ('1017010', 0.016), ('1017008', 0.006), ('1007010', 0.003), ('1017007', 0.006)]
툭	1500	[('1007011', 0.474), ('1007020', 0.35), ('1012006', 0.051), ('1007005', 0.006), ('1007012', 0.045), ('1009021', 0.004), ('1701014', 0.006), ('1806029', 0.001)]
스텐수세미거치대	1499	[('1609017', 0.935), ('1609020', 0.003)]
슬림책장	1499	[('1009021', 0.782), ('1007011', 0.094), ('1011008', 0.008), ('1013018', 0.009), ('1404003', 0.008), ('1009020', 0.005), ('1009004', 0.019), ('1407002', 0.008), ('1007012', 0.003), ('1013017', 0.003)]
헬로키티	1499	[('1707029', 0.034), ('1707014', 0.039), ('2810004', 0.035), ('2416006', 0.026), ('1802007', 0.012), ('1603006', 0.009), ('1011025', 0.018), ('2704002', 0.008), ('1808008', 0.083), ('2407000', 0.022), ('2801019', 0.022), ('2812014', 0.008), ('2810006', 0.008), ('1805014', 0.006), ('2708033', 0.007), ('1604010', 0.031), ('2811052', 0.023), ('2416007', 0.007), ('1302041', 0.006), ('1707032', 0.012), ('2811025', 0.004), ('1805001', 0.007), ('1304033', 0.054), ('1911001', 0.009), ('2711002', 0.039), ('1802031', 0.031), ('1304044', 0.007), ('1606005', 0.011), ('1613009', 0.003), ('1304021', 0.016), ('1706015', 0.008), ('1812003', 0.022), ('1102052', 0.003), ('1304027', 0.01), ('1402016', 0.004), ('1608019', 0.018), ('2810012', 0.003), ('2801037', 0.014), ('1007006', 0.004), ('1302080', 0.014), ('1302073', 0.003), ('2401012', 0.007), ('1808046', 0.011), ('1604013', 0.015), ('1401006', 0.011), ('1002002', 0.002), ('1610006', 0.005), ('1601027', 0.011), ('1403007', 0.006), ('1603005', 0.01), ('2805005', 0.003), ('1007012', 0.006), ('1808011', 0.002), ('2709022', 0.002), ('1304023', 0.003), ('1606014', 0.011), ('1009027', 0.021), ('1608014', 0.005), ('1610002', 0.004), ('1602035', 0.009), ('1802003', 0.003), ('1704003', 0.006), ('1310018', 0.007), ('1602034', 0.003), ('1812006', 0.002), ('1605005', 0.002), ('1009015', 0.001), ('2416009', 0.004), ('2601031', 0.001), ('2417001', 0.002), ('1707028', 0.002), ('1807026', 0.003), ('1102047', 0.001), ('1704050', 0.002), ('1302076', 0.001), ('2406000', 0.004), ('2416016', 0.001), ('1304028', 0.006), ('1610005', 0.006), ('2710022', 0.001), ('1608004', 0.002), ('2401014', 0.001), ('1102005', 0.004), ('1802067', 0.001), ('2704017', 0.006), ('1803002', 0.004), ('2303008', 0.003), ('2404003', 0.001), ('1802075', 0.004), ('1604001', 0.004), ('1304037', 0.003), ('2801011', 0.003), ('1608040', 0.002), ('1802014', 0.001)]
h형책상	1498	[('1009015', 0.861), ('1009007', 0.049), ('1009021', 0.015), ('1011023', 0.003), ('1009027', 0.003), ('1009006', 0.002), ('1011022', 0.003), ('1009003', 0.001)]
케이블정리	1498	[('1401007', 0.592), ('1407008', 0.107), ('1907001', 0.028), ('2416013', 0.068), ('1911005', 0.063), ('1911001', 0.008), ('1707006', 0.004), ('1807026', 0.006), ('1402013', 0.009), ('2410003', 0.002), ('1913012', 0.01), ('1007017', 0.028), ('1402004', 0.001), ('1401001', 0.001), ('1407011', 0.011)]
미드센추리의자	1497	[('1012008', 0.632), ('1013022', 0.1), ('1009027', 0.156), ('1006003', 0.01), ('1012006', 0.013), ('1009015', 0.024), ('1012002', 0.001)]
파스타소스	1497	[('2307006', 0.933), ('1603019', 0.004)]
세라믹거실테이블	1496	[('1001005', 0.83), ('1001002', 0.075), ('1001001', 0.032)]
안방커튼	1496	[('1705021', 0.782), ('1705020', 0.091), ('1705019', 0.039), ('1705022', 0.022), ('1705024', 0.003)]
코타츠테이블	1496	[('1001005', 0.884), ('1707002', 0.03), ('1810015', 0.003), ('2501003', 0.011), ('1013004', 0.003), ('1006004', 0.002), ('1013009', 0.001), ('1012008', 0.002), ('1012003', 0.002)]
600옷장	1495	[('1010005', 0.69), ('1010001', 0.179), ('1007011', 0.033), ('1016002', 0.013), ('1404002', 0.004), ('1005001', 0.002), ('1011007', 0.012), ('1017007', 0.003), ('1007010', 0.002)]
러그카페트	1493	[('1701002', 0.797), ('1701007', 0.053), ('1701012', 0.077), ('1701013', 0.003), ('1701008', 0.003), ('1701014', 0.003), ('1701024', 0.001)]
독서의자	1492	[('1012007', 0.399), ('1012003', 0.264), ('1009027', 0.026), ('1003001', 0.048), ('2501002', 0.028), ('1011018', 0.014), ('1012008', 0.049), ('1006003', 0.077), ('1009015', 0.007), ('1006004', 0.007), ('1012009', 0.009), ('1009012', 0.004), ('1011017', 0.003), ('2501023', 0.003)]
샤워수전	1491	[('1915008', 0.855), ('1304010', 0.026), ('1304009', 0.04), ('1304042', 0.003), ('1915001', 0.002), ('1705012', 0.003), ('1514006', 0.004), ('1912001', 0.002), ('1304012', 0.004)]
